0 [1.00e+00]
1000 [1.85e+00]
2000 [2.49e+00]
3000 [2.91e+00]
4000 [3.00e+00]
5000 [3.00e+00]
6000 [3.00e+00]
7000 [3.00e+00]
8000 [3.00e+00]
9000 [3.00e+00]
10000 [3.00e+00]
11000 [3.00e+00]
12000 [3.00e+00]
13000 [3.00e+00]
14000 [3.00e+00]
15000 [3.00e+00]
16000 [3.00e+00]
17000 [3.00e+00]
18000 [3.00e+00]
19000 [3.00e+00]
20000 [3.00e+00]
21000 [3.00e+00]
22000 [3.00e+00]
23000 [3.00e+00]
24000 [3.00e+00]
25000 [3.00e+00]
